pathway,GO
HP_NEOPLASM_OF_THE_RECTUM,HP:0100743
HP_NEOPLASM_OF_THE_RESPIRATORY_SYSTEM,HP:0100606
HP_NEOPLASM_OF_THE_SKELETAL_SYSTEM,HP:0010622
HP_NEOPLASM_OF_THE_SKIN,HP:0008069
HP_NEOPLASM_OF_THE_SMALL_INTESTINE,HP:0100833
HP_NEOPLASM_OF_THE_STOMACH,HP:0006753
HP_NEOPLASM_OF_THE_THYMUS,HP:0100521
HP_NEOPLASM_OF_THE_THYROID_GLAND,HP:0100031
HP_NEOPLASM_OF_THE_TONGUE,HP:0100648
HP_NEOPLASM_OF_THE_TRACHEOBRONCHIAL_SYSTEM,HP:0100552
HP_NEPHRITIS,HP:0000123
HP_NEPHROCALCINOSIS,HP:0000121
HP_NEPHROGENIC_DIABETES_INSIPIDUS,HP:0009806
HP_NEPHROLITHIASIS,HP:0000787
HP_NEPHRONOPHTHISIS,HP:0000090
HP_NEPHROPATHY,HP:0000112
HP_NEPHROTIC_SYNDROME,HP:0000100
HP_NEURALGIA,HP:0033345
HP_NEURODEGENERATION,HP:0002180
HP_NEUROENDOCRINE_NEOPLASM,HP:0100634
HP_NEUROFIBRILLARY_TANGLES,HP:0002185
HP_NEUROFIBROMAS,HP:0001067
HP_NEUROGENIC_BLADDER,HP:0000011
HP_NEUROINFLAMMATION,HP:0033429
HP_NEUROMA,HP:0030430
HP_NEUROMUSCULAR_DYSPHAGIA,HP:0002068
HP_NEURONAL_LOSS_IN_BASAL_GANGLIA,HP:0200147
HP_NEURONAL_LOSS_IN_CENTRAL_NERVOUS_SYSTEM,HP:0002529
HP_NEURONAL_LOSS_IN_THE_CEREBRAL_CORTEX,HP:0007190
HP_NEUROPATHIC_ARTHROPATHY,HP:0002821
HP_NEUTROPENIA_IN_PRESENCE_OF_ANTI_NEUTROPIL_ANTIBODIES,HP:0001904
HP_NEUTROPHILIA,HP:0011897
HP_NEVUS,HP:0003764
HP_NIGHT_SWEATS,HP:0030166
HP_NO_SOCIAL_INTERACTION,HP:0008763
HP_NOCTURIA,HP:0000017
HP_NOCTURNAL_HYPOVENTILATION,HP:0002877
HP_NOCTURNAL_SEIZURES,HP:0031951
HP_NODULAR_CHANGES_AFFECTING_THE_EYELIDS,HP:0010732
HP_NODULAR_GOITER,HP:0005994
HP_NON_CONVULSIVE_STATUS_EPILEPTICUS_WITHOUT_COMA,HP:0032671
HP_NON_HODGKIN_LYMPHOMA,HP:0012539
HP_NON_MEDULLARY_THYROID_CARCINOMA,HP:0040198
HP_NON_MIDLINE_CLEFT_LIP,HP:0100335
HP_NON_MIDLINE_CLEFT_PALATE,HP:0100338
HP_NON_MOTOR_SEIZURE,HP:0033259
HP_NON_OBSTRUCTIVE_AZOOSPERMIA,HP:0011961
HP_NON_SMALL_CELL_LUNG_CARCINOMA,HP:0030358
HP_NONCOMMUNICATING_HYDROCEPHALUS,HP:0010953
HP_NONCOMPACTION_CARDIOMYOPATHY,HP:0012817
HP_NONIMMUNE_HYDROPS_FETALIS,HP:0001790
HP_NONKETOTIC_HYPOGLYCEMIA,HP:0001958
HP_NONPROGRESSIVE,HP:0003680
HP_NONPROGRESSIVE_CEREBELLAR_ATAXIA,HP:0002470
HP_NONPROGRESSIVE_ENCEPHALOPATHY,HP:0007030
HP_NONSPHEROCYTIC_HEMOLYTIC_ANEMIA,HP:0001930
HP_NORMAL_INTERICTAL_EEG,HP:0002372
HP_NORMOCHROMIC_ANEMIA,HP:0001895
HP_NORMOCYTIC_ANEMIA,HP:0001897
HP_NUCHAL_RIGIDITY,HP:0031179
HP_NUCLEAR_CATARACT,HP:0100018
HP_NUMEROUS_NEVI,HP:0001054
HP_NUMEROUS_PIGMENTED_FRECKLES,HP:0007587
HP_NYCTALOPIA,HP:0000662
HP_NYSTAGMUS_INDUCED_HEAD_NODDING,HP:0001361
HP_OBSESSIVE_COMPULSIVE_BEHAVIOR,HP:0000722
HP_OBSESSIVE_COMPULSIVE_TRAIT,HP:0008770
HP_OBSTRUCTIVE_AZOOSPERMIA,HP:0011962
HP_OBSTRUCTIVE_SLEEP_APNEA,HP:0002870
HP_OCCIPITAL_CORTICAL_ATROPHY,HP:0012105
HP_OCCIPITAL_ENCEPHALOCELE,HP:0002085
HP_OCCIPITAL_MENINGOCELE,HP:0002436
HP_OCULAR_ALBINISM,HP:0001107
HP_OCULAR_ANTERIOR_SEGMENT_DYSGENESIS,HP:0007700
HP_OCULAR_FLUTTER,HP:0031931
HP_OCULAR_PAIN,HP:0200026
HP_OCULOGYRIC_CRISIS,HP:0010553
HP_OCULOMOTOR_APRAXIA,HP:0000657
HP_OCULOMOTOR_NERVE_PALSY,HP:0012246
HP_ODONTOGENIC_NEOPLASM,HP:0100612
HP_OLIGOARTHRITIS,HP:0040313
HP_OLIGODACTYLY,HP:0012165
HP_OLIGODONTIA,HP:0000677
HP_OLIGOHYDRAMNIOS,HP:0001562
HP_OLIGOMENORRHEA,HP:0000876
HP_OLIGOSACCHARIDURIA,HP:0010471
HP_OLIGOSPERMIA,HP:0000798
HP_OLIGURIA,HP:0100520
HP_OLIVOPONTOCEREBELLAR_ATROPHY,HP:0002542
HP_OLIVOPONTOCEREBELLAR_HYPOPLASIA,HP:0006955
HP_OMPHALOCELE,HP:0001539
HP_ONION_BULB_FORMATION,HP:0003383
HP_ONSET,HP:0003674
HP_ONYCHOGRYPOSIS,HP:0001805
HP_ONYCHOGRYPOSIS_OF_FINGERNAIL,HP:0040036
HP_ONYCHOGRYPOSIS_OF_TOENAILS,HP:0008401
HP_ONYCHOLYSIS,HP:0001806
HP_ONYCHOMYCOSIS,HP:0012203
HP_OPEN_ANGLE_GLAUCOMA,HP:0012108
HP_OPEN_BITE,HP:0010807
HP_OPEN_MOUTH,HP:0000194
HP_OPEN_OPERCULUM,HP:0100954
HP_OPHTHALMOPARESIS,HP:0000597
HP_OPISTHOTONUS,HP:0002179
HP_OPPORTUNISTIC_BACTERIAL_INFECTION,HP:0032260
HP_OPPORTUNISTIC_INFECTION,HP:0031690
HP_OPSOCLONUS,HP:0010543
HP_OPTIC_ATROPHY,HP:0000648
HP_OPTIC_DISC_COLOBOMA,HP:0000588
HP_OPTIC_DISC_DRUSEN,HP:0012426
HP_OPTIC_DISC_HYPOPLASIA,HP:0007766
HP_OPTIC_DISC_PALLOR,HP:0000543
HP_OPTIC_NERVE_COMPRESSION,HP:0007807
HP_OPTIC_NERVE_DYSPLASIA,HP:0001093
HP_OPTIC_NERVE_HYPOPLASIA,HP:0000609
HP_OPTIC_NERVE_MISROUTING,HP:0025551
HP_OPTIC_NEUROPATHY,HP:0001138
HP_ORAL_AVERSION,HP:0012523
HP_ORAL_CAVITY_BLEEDING,HP:0030140
HP_ORAL_CLEFT,HP:0000202
HP_ORAL_LEUKOPLAKIA,HP:0002745
HP_ORAL_MUCOSAL_BLISTERS,HP:0200097
HP_ORAL_PHARYNGEAL_DYSPHAGIA,HP:0200136
HP_ORAL_ULCER,HP:0000155
HP_ORBITAL_CYST,HP:0001144
HP_ORCHITIS,HP:0100796
HP_ORGANIC_ACIDURIA,HP:0001992
HP_OROFACIAL_DYSKINESIA,HP:0002310
HP_OROMANDIBULAR_DYSTONIA,HP:0012048
HP_OROMOTOR_APRAXIA,HP:0007301
HP_OROTICACIDURIA,HP:0003218
HP_ORTHOKERATOSIS,HP:0040162
HP_ORTHOKERATOTIC_HYPERKERATOSIS,HP:0025080
HP_ORTHOPNEA,HP:0012764
HP_ORTHOSTATIC_HYPOTENSION,HP:0001278
HP_ORTHOSTATIC_HYPOTENSION_DUE_TO_AUTONOMIC_DYSFUNCTION,HP:0004926
HP_OSTEOARTHRITIS,HP:0002758
HP_OSTEOARTHRITIS_OF_THE_SMALL_JOINTS_OF_THE_HAND,HP:0004268
HP_OSTEOCHONDROMA,HP:0030431
HP_OSTEOCHONDROSIS,HP:0040188
HP_OSTEOLYSIS,HP:0002797
HP_OSTEOLYSIS_INVOLVING_BONES_OF_THE_FEET,HP:0009134
HP_OSTEOLYSIS_INVOLVING_BONES_OF_THE_UPPER_LIMBS,HP:0045039
HP_OSTEOLYTIC_DEFECTS_OF_THE_DISTAL_PHALANGES_OF_THE_HAND,HP:0009839
HP_OSTEOMALACIA,HP:0002749
HP_OSTEOMYELITIS,HP:0002754
HP_OSTEOPENIA,HP:0000938
HP_OSTEOPETROSIS,HP:0011002
HP_OSTEOPOROSIS,HP:0000939
HP_OSTEOSARCOMA,HP:0002669
HP_OTITIS_MEDIA,HP:0000388
HP_OTOSCLEROSIS,HP:0000362
HP_OVAL_FACE,HP:0000300
HP_OVARIAN_CARCINOMA,HP:0025318
HP_OVARIAN_CYST,HP:0000138
HP_OVARIAN_GONADOBLASTOMA,HP:0000149
HP_OVARIAN_NEOPLASM,HP:0100615
HP_OVARIAN_PAPILLARY_ADENOCARCINOMA,HP:0006774
HP_OVERFOLDING_OF_THE_SUPERIOR_HELICES,HP:0004453
HP_OVERFRIENDLINESS,HP:0100025
HP_OVERGROWTH,HP:0001548
HP_OVERGROWTH_OF_EXTERNAL_GENITALIA,HP:0003247
HP_OVERHANGING_NASAL_TIP,HP:0011833
HP_OVERLAPPING_FINGERS,HP:0010557
HP_OVERLAPPING_TOE,HP:0001845
HP_OVERRIDING_AORTA,HP:0002623
HP_OVERTUBULATED_LONG_BONES,HP:0006391
HP_OVERWEIGHT,HP:0025502
HP_OVOID_VERTEBRAL_BODIES,HP:0003300
HP_OVOTESTIS,HP:0012861
HP_OXYCEPHALY,HP:0000263
HP_PACE_OF_PROGRESSION,HP:0003679
HP_PACHYGYRIA,HP:0001302
HP_PAIN,HP:0012531
HP_PAIN_IN_HEAD_AND_NECK_REGION,HP:0046506
HP_PAIN_INSENSITIVITY,HP:0007021
HP_PAINLESS_FRACTURES_DUE_TO_INJURY,HP:0002661
HP_PALATE_FISTULA,HP:0010294
HP_PALLOR,HP:0000980
HP_PALMAR_HYPERHIDROSIS,HP:0006089
HP_PALMAR_PITS,HP:0010610
HP_PALMAR_TELANGIECTASIA,HP:0100869
HP_PALMOPLANTAR_BLISTERING,HP:0007446
HP_PALMOPLANTAR_CUTIS_LAXA,HP:0007517
HP_PALMOPLANTAR_HYPERHIDROSIS,HP:0007410
HP_PALPEBRAL_EDEMA,HP:0100540
HP_PALPITATIONS,HP:0001962
HP_PANCREATIC_ADENOCARCINOMA,HP:0006725
HP_PANCREATIC_CALCIFICATION,HP:0005213
HP_PANCREATIC_CYSTS,HP:0001737
HP_PANCREATIC_ENDOCRINE_TUMOR,HP:0030405
HP_PANCREATIC_FIBROSIS,HP:0100732
HP_PANCREATIC_HYPOPLASIA,HP:0002594
HP_PANCREATIC_ISLET_CELL_ADENOMA,HP:0008261
HP_PANCREATIC_ISLET_CELL_HYPERPLASIA,HP:0004510
HP_PANCREATIC_PSEUDOCYST,HP:0005206
HP_PANCREATITIS,HP:0001733
HP_PANCYTOPENIA,HP:0001876
HP_PANHYPOGAMMAGLOBULINEMIA,HP:0003139
HP_PANHYPOPITUITARISM,HP:0000871
HP_PANNICULITIS,HP:0012490
HP_PAPILLARY_CYSTADENOMA_OF_THE_EPIDIDYMIS,HP:0009715
HP_PAPILLARY_RENAL_CELL_CARCINOMA,HP:0006766
HP_PAPILLARY_THYROID_CARCINOMA,HP:0002895
HP_PAPILLEDEMA,HP:0001085
HP_PAPILLOMA,HP:0012740
HP_PAPULE,HP:0200034
HP_PARACENTRAL_SCOTOMA,HP:0030528
HP_PARADOXICAL_INCREASED_CORTISOL_SECRETION_ON_DEXAMETHASONE_SUPPRESSION_TEST,HP:0003466
HP_PARAGANGLIOMA,HP:0002668
HP_PARAKERATOSIS,HP:0001036
HP_PARALYSIS,HP:0003470
HP_PARANOIA,HP:0011999
HP_PARAPARESIS,HP:0002385
HP_PARAPLEGIA,HP:0010550
HP_PARAPLEGIA_PARAPARESIS,HP:0010551
HP_PARASOMNIA,HP:0025234
HP_PARATHYROID_ADENOMA,HP:0002897
HP_PARATHYROID_CARCINOMA,HP:0006780
HP_PARATHYROID_DYSGENESIS,HP:0011768
HP_PARATHYROID_HYPERPLASIA,HP:0008208
HP_PARESTHESIA,HP:0003401
HP_PARIETAL_BOSSING,HP:0000242
HP_PARIETAL_CORTICAL_ATROPHY,HP:0012104
HP_PARIETAL_FORAMINA,HP:0002697
HP_PARKINSONISM,HP:0001300
HP_PARKINSONISM_WITH_FAVORABLE_RESPONSE_TO_DOPAMINERGIC_MEDICATION,HP:0002548
HP_PARONYCHIA,HP:0001818
HP_PAROXYSMAL_ATRIAL_FIBRILLATION,HP:0004757
HP_PAROXYSMAL_BURSTS_OF_LAUGHTER,HP:0000749
HP_PAROXYSMAL_DYSKINESIA,HP:0007166
HP_PAROXYSMAL_DYSTONIA,HP:0002268
HP_PAROXYSMAL_INVOLUNTARY_EYE_MOVEMENTS,HP:0007704
HP_PAROXYSMAL_SUPRAVENTRICULAR_TACHYCARDIA,HP:0004763
HP_PAROXYSMAL_VENTRICULAR_TACHYCARDIA,HP:0004751
HP_PARTIAL_ABSENCE_OF_SPECIFIC_ANTIBODY_RESPONSE_TO_UNCONJUGATED_PNEUMOCOCCUS_VACCINE,HP:0410301
HP_PARTIAL_ABSENCE_OF_THUMB,HP:0009659
HP_PARTIAL_AGENESIS_OF_THE_CORPUS_CALLOSUM,HP:0001338
HP_PARTIAL_ALBINISM,HP:0007443
HP_PARTIAL_ANOMALOUS_PULMONARY_VENOUS_RETURN,HP:0010773
HP_PARTIAL_DUPLICATION_OF_THE_DISTAL_PHALANGES_OF_THE_HAND,HP:0010004
HP_PARTIAL_DUPLICATION_OF_THE_PHALANX_OF_HAND,HP:0009999
HP_PATCHY_ALOPECIA,HP:0002232
HP_PATCHY_CHANGES_OF_BONE_MINERAL_DENSITY,HP:0010658
HP_PATCHY_HYPOPIGMENTATION_OF_HAIR,HP:0011365
HP_PATCHY_PALMOPLANTAR_HYPERKERATOSIS,HP:0005588
HP_PATELLAR_APLASIA,HP:0006443
HP_PATELLAR_DISLOCATION,HP:0002999
HP_PATELLAR_HYPOPLASIA,HP:0003065
HP_PATELLAR_SUBLUXATION,HP:0010499
HP_PATENT_DUCTUS_ARTERIOSUS,HP:0001643
HP_PATENT_FORAMEN_OVALE,HP:0001655
HP_PATHOLOGIC_FRACTURE,HP:0002756
HP_PECTORAL_MUSCLE_HYPOPLASIA_APLASIA,HP:0005258
HP_PECTUS_CARINATUM,HP:0000768
HP_PECTUS_EXCAVATUM,HP:0000767
HP_PECTUS_EXCAVATUM_OF_INFERIOR_STERNUM,HP:0000915
HP_PEDAL_EDEMA,HP:0010741
HP_PEDIATRIC_ONSET,HP:0410280
HP_PEG_SHAPED_MAXILLARY_LATERAL_INCISORS,HP:0006342
HP_PELVIC_GIRDLE_MUSCLE_WEAKNESS,HP:0003749
HP_PELVIC_KIDNEY,HP:0000125
HP_PENDULAR_NYSTAGMUS,HP:0012043
HP_PENETRATING_FOOT_ULCERS,HP:0001026
HP_PENOSCROTAL_HYPOSPADIAS,HP:0000808
HP_PEPTIC_ULCER,HP:0004398
HP_PERCUSSION_MYOTONIA,HP:0010548
HP_PERIANAL_ABSCESS,HP:0009789
HP_PERIAURICULAR_SKIN_PITS,HP:0100277
HP_PERICARDIAL_EFFUSION,HP:0001698
HP_PERICARDITIS,HP:0001701
HP_PERIFOVEAL_RING_OF_HYPERAUTOFLUORESCENCE,HP:0030629
HP_PERIMEMBRANOUS_VENTRICULAR_SEPTAL_DEFECT,HP:0011682
HP_PERINEAL_FISTULA,HP:0004871
HP_PERIODIC_HYPOKALEMIC_PARESIS,HP:0008153
HP_PERIODIC_PARALYSIS,HP:0003768
HP_PERIODONTITIS,HP:0000704
HP_PERIORBITAL_EDEMA,HP:0100539
HP_PERIORBITAL_FULLNESS,HP:0000629
HP_PERIPAPILLARY_CHORIORETINAL_ATROPHY,HP:0007950
HP_PERIPHERAL_ARTERIAL_STENOSIS,HP:0004950
HP_PERIPHERAL_ARTERIOVENOUS_FISTULA,HP:0100784
HP_PERIPHERAL_AXONAL_DEGENERATION,HP:0000764
HP_PERIPHERAL_AXONAL_NEUROPATHY,HP:0003477
HP_PERIPHERAL_CYANOSIS,HP:0034033
HP_PERIPHERAL_DEMYELINATION,HP:0011096
HP_PERIPHERAL_EDEMA,HP:0012398
HP_PERIPHERAL_HYPERMYELINATION,HP:0030173
HP_PERIPHERAL_HYPOMYELINATION,HP:0007182
HP_PERIPHERAL_NEUROPATHY,HP:0009830
HP_PERIPHERAL_OPACIFICATION_OF_THE_CORNEA,HP:0008011
HP_PERIPHERAL_PULMONARY_ARTERY_STENOSIS,HP:0004969
HP_PERIPHERAL_RETINAL_AVASCULARIZATION,HP:0007685
HP_PERIPHERAL_RETINAL_DEGENERATION,HP:0007769
HP_PERIPHERAL_VISUAL_FIELD_LOSS,HP:0007994
HP_PERIPORTAL_FIBROSIS,HP:0001405
HP_PERISYLVIAN_POLYMICROGYRIA,HP:0012650
HP_PERITONEAL_ABSCESS,HP:0100592
HP_PERITONITIS,HP:0002586
HP_PERIVENTRICULAR_CYSTS,HP:0007109
HP_PERIVENTRICULAR_HETEROTOPIA,HP:0007165
HP_PERIVENTRICULAR_LEUKOMALACIA,HP:0006970
HP_PERIVENTRICULAR_NODULAR_HETEROTOPIA,HP:0032388
HP_PERIVENTRICULAR_WHITE_MATTER_HYPERINTENSITIES,HP:0030891
HP_PERONEAL_MUSCLE_ATROPHY,HP:0009049
HP_PERONEAL_MUSCLE_WEAKNESS,HP:0011727
HP_PERSEVERATION,HP:0030223
HP_PERSISTENCE_OF_HEMOGLOBIN_F,HP:0011904
HP_PERSISTENCE_OF_PRIMARY_TEETH,HP:0006335
HP_PERSISTENT_BLEEDING_AFTER_TRAUMA,HP:0001934
HP_PERSISTENT_EBV_VIREMIA,HP:0020072
HP_PERSISTENT_HEAD_LAG,HP:0032988
HP_PERSISTENT_PUPILLARY_MEMBRANE,HP:0009917
HP_PERSONALITY_CHANGES,HP:0000751
HP_PERSONALITY_DISORDER,HP:0012075
HP_PES_CAVUS,HP:0001761
HP_PES_PLANUS,HP:0001763
HP_PES_VALGUS,HP:0008081
HP_PETECHIAE,HP:0000967
HP_PETERS_ANOMALY,HP:0000659
HP_PHALANGEAL_DISLOCATION,HP:0006243
HP_PHARYNGITIS,HP:0025439
HP_PHENOTYPIC_VARIABILITY,HP:0003812
HP_PHEOCHROMOCYTOMA,HP:0002666
HP_PHIMOSIS,HP:0001741
HP_PHOCOMELIA,HP:0009829
HP_PHONOPHOBIA,HP:0002183
HP_PHOTOPHOBIA,HP:0000613
HP_PHOTOPSIA,HP:0030786
HP_PHOTORECEPTOR_LAYER_LOSS_ON_MACULAR_OCT,HP:0030609
HP_PHOTOSENSITIVE_MYOCLONIC_SEIZURE,HP:0001327
HP_PHOTOSENSITIVE_TONIC_CLONIC_SEIZURE,HP:0007207
HP_PHTHISIS_BULBI,HP:0000667
HP_PHYSICAL_URTICARIA,HP:0410134
HP_PIERRE_ROBIN_SEQUENCE,HP:0000201
HP_PIGMENTARY_RETINOPATHY,HP:0000580
HP_PILI_CANALICULI,HP:0002235
HP_PILI_TORTI,HP:0003777
HP_PILL_ROLLING_TREMOR,HP:0025387
HP_PILOMATRIXOMA,HP:0030434
HP_PINEAL_CYST,HP:0012683
HP_PITUITARY_ADENOMA,HP:0002893
HP_PITUITARY_CORTICOTROPIC_CELL_ADENOMA,HP:0008291
HP_PITUITARY_DWARFISM,HP:0000839
HP_PITUITARY_GROWTH_HORMONE_CELL_ADENOMA,HP:0011760
HP_PITUITARY_HYPOTHYROIDISM,HP:0008245
HP_PITUITARY_PROLACTIN_CELL_ADENOMA,HP:0006767
HP_PLACENTAL_ABRUPTION,HP:0011419
HP_PLAGIOCEPHALY,HP:0001357
HP_PLANTAR_HYPERKERATOSIS,HP:0007556
HP_PLATYBASIA,HP:0002691
HP_PLATYSPONDYLY,HP:0000926
HP_PLETHORA,HP:0001050
HP_PLEURAL_EFFUSION,HP:0002202
HP_PLEURITIS,HP:0002102
HP_PNEUMONIA,HP:0002090
HP_PNEUMOTHORAX,HP:0002107
HP_POIKILOCYTOSIS,HP:0004447
HP_POIKILODERMA,HP:0001029
HP_POINTED_CHIN,HP:0000307
HP_POLAR_CATARACT,HP:0010696
HP_POLLAKISURIA,HP:0100515
HP_POLYARTICULAR_ARTHROPATHY,HP:0005195
HP_POLYCLONAL_ELEVATION_OF_IGM,HP:0003459
HP_POLYCYSTIC_KIDNEY_DYSPLASIA,HP:0000113
HP_POLYCYSTIC_LIVER_DISEASE,HP:0006557
HP_POLYCYTHEMIA,HP:0001901
HP_POLYDACTYLY,HP:0010442
HP_POLYGENIC_INHERITANCE,HP:0010982
HP_POLYHYDRAMNIOS,HP:0001561
HP_POLYMICROGYRIA,HP:0002126
HP_POLYNEUROPATHY,HP:0001271
HP_POLYPHAGIA,HP:0002591
HP_POLYSPLENIA,HP:0001748
HP_POLYURIA,HP:0000103
HP_PONTOCEREBELLAR_ATROPHY,HP:0006879
HP_POOR_APPETITE,HP:0004396
HP_POOR_COORDINATION,HP:0002370
HP_POOR_FINE_MOTOR_COORDINATION,HP:0007010
HP_POOR_GROSS_MOTOR_COORDINATION,HP:0007015
HP_POOR_HEAD_CONTROL,HP:0002421
HP_POOR_MOTOR_COORDINATION,HP:0002275
HP_POOR_SPEECH,HP:0002465
HP_POOR_SUCK,HP:0002033
HP_POOR_WOUND_HEALING,HP:0001058
HP_POPLITEAL_PTERYGIUM,HP:0009756
HP_PORENCEPHALIC_CYST,HP:0002132
HP_POROKERATOSIS,HP:0200044
HP_PORPHYRINURIA,HP:0010473
HP_PORTAL_FIBROSIS,HP:0006580
HP_PORTAL_VEIN_THROMBOSIS,HP:0030242
HP_POSITIONAL_FOOT_DEFORMITY,HP:0005656
HP_POSITIVE_ROMBERG_SIGN,HP:0002403
HP_POST_PARTUM_HEMORRHAGE,HP:0011891
HP_POSTAXIAL_FOOT_POLYDACTYLY,HP:0001830
HP_POSTAXIAL_HAND_POLYDACTYLY,HP:0001162
HP_POSTAXIAL_POLYDACTYLY,HP:0100259
HP_POSTERIOR_BLEPHARITIS,HP:0025610
HP_POSTERIOR_EMBRYOTOXON,HP:0000627
HP_POSTERIOR_FOSSA_CYST,HP:0007291
HP_POSTERIOR_HELIX_PIT,HP:0008523
HP_POSTERIOR_PHARYNGEAL_CLEFT,HP:0006783
HP_POSTERIOR_PITUITARY_DYSGENESIS,HP:0011753
HP_POSTERIOR_POLAR_CATARACT,HP:0001115
HP_POSTERIOR_RIB_CUPPING,HP:0000922
HP_POSTERIOR_SUBCAPSULAR_CATARACT,HP:0007787
HP_POSTERIOR_SYNECHIAE_OF_THE_ANTERIOR_CHAMBER,HP:0011484
HP_POSTERIOR_UVEITIS,HP:0012123
HP_POSTERIORLY_ROTATED_EARS,HP:0000358
HP_POSTEXERTIONAL_MALAISE,HP:0030973
HP_POSTNATAL_GROWTH_RETARDATION,HP:0008897
HP_POSTPRANDIAL_HYPERGLYCEMIA,HP:0011998
HP_POSTTERM_PREGNANCY,HP:0031169
HP_POSTURAL_INSTABILITY,HP:0002172
HP_POSTURAL_TREMOR,HP:0002174
HP_POTTER_FACIES,HP:0002009
HP_PREAURICULAR_SKIN_TAG,HP:0000384
HP_PREAXIAL_FOOT_POLYDACTYLY,HP:0001841
HP_PREAXIAL_HAND_POLYDACTYLY,HP:0001177
HP_PREAXIAL_POLYDACTYLY,HP:0100258
HP_PRECOCIOUS_ATHEROSCLEROSIS,HP:0004416
HP_PRECOCIOUS_PUBERTY_IN_FEMALES,HP:0010465
HP_PREDOMINANTLY_LOWER_LIMB_LYMPHEDEMA,HP:0003550
HP_PREGNANCY_EXPOSURE,HP:0031437
HP_PRELINGUAL_SENSORINEURAL_HEARING_IMPAIRMENT,HP:0000399
HP_PREMATURE_ADRENARCHE,HP:0012412
HP_PREMATURE_ARTERIOSCLEROSIS,HP:0005177
HP_PREMATURE_ATRIAL_CONTRACTIONS,HP:0006699
HP_PREMATURE_BIRTH,HP:0001622
HP_PREMATURE_CORONARY_ARTERY_ATHEROSCLEROSIS,HP:0005181
HP_PREMATURE_GRAYING_OF_HAIR,HP:0002216
HP_PREMATURE_LOSS_OF_PERMANENT_TEETH,HP:0006357
HP_PREMATURE_LOSS_OF_PRIMARY_TEETH,HP:0006323
HP_PREMATURE_LOSS_OF_TEETH,HP:0006480
HP_PREMATURE_OSTEOARTHRITIS,HP:0003088
HP_PREMATURE_OVARIAN_INSUFFICIENCY,HP:0008209
HP_PREMATURE_PUBARCHE,HP:0012411
HP_PREMATURE_RUPTURE_OF_MEMBRANES,HP:0001788
HP_PREMATURE_SKIN_WRINKLING,HP:0100678
HP_PREMATURE_THELARCHE,HP:0010314
HP_PREMATURE_VENTRICULAR_CONTRACTION,HP:0006682
HP_PREMATURELY_AGED_APPEARANCE,HP:0007495
HP_PRENATAL_MATERNAL_ABNORMALITY,HP:0002686
HP_PRENATAL_MOVEMENT_ABNORMALITY,HP:0001557
HP_PRIMARY_ADRENAL_INSUFFICIENCY,HP:0008207
HP_PRIMARY_AMENORRHEA,HP:0000786
HP_PRIMARY_CONGENITAL_GLAUCOMA,HP:0008007
HP_PRIMARY_GONADAL_INSUFFICIENCY,HP:0008193
HP_PRIMARY_HYPERALDOSTERONISM,HP:0011736
HP_PRIMARY_HYPERCORTISOLISM,HP:0001579
HP_PRIMARY_HYPERPARATHYROIDISM,HP:0008200
HP_PRIMARY_MICROCEPHALY,HP:0011451
HP_PRIMARY_PERITONEAL_CARCINOMA,HP:0030406
HP_PRIMITIVE_NEUROECTODERMAL_TUMOR,HP:0030065
HP_PRIMITIVE_REFLEX,HP:0002476
HP_PRODUCTIVE_COUGH,HP:0031245
HP_PROFOUND_GLOBAL_DEVELOPMENTAL_DELAY,HP:0012736
HP_PROFOUND_HEARING_IMPAIRMENT,HP:0012715
HP_PROFOUND_SENSORINEURAL_HEARING_IMPAIRMENT,HP:0011476
HP_PROGEROID_FACIAL_APPEARANCE,HP:0005328
HP_PROGRESSIVE,HP:0003676
HP_PROGRESSIVE_CEREBELLAR_ATAXIA,HP:0002073
HP_PROGRESSIVE_DISTAL_MUSCLE_WEAKNESS,HP:0009063
HP_PROGRESSIVE_ENCEPHALOPATHY,HP:0002448
HP_PROGRESSIVE_EXTERNAL_OPHTHALMOPLEGIA,HP:0000590
HP_PROGRESSIVE_EXTRAPYRAMIDAL_MOVEMENT_DISORDER,HP:0007153
HP_PROGRESSIVE_FLEXION_CONTRACTURES,HP:0005876
HP_PROGRESSIVE_GAIT_ATAXIA,HP:0007240
HP_PROGRESSIVE_HEARING_IMPAIRMENT,HP:0001730
HP_PROGRESSIVE_LEUKOENCEPHALOPATHY,HP:0006980
HP_PROGRESSIVE_MACROCEPHALY,HP:0004481
HP_PROGRESSIVE_MICROCEPHALY,HP:0000253
HP_PROGRESSIVE_MUSCLE_WEAKNESS,HP:0003323
HP_PROGRESSIVE_NEUROLOGIC_DETERIORATION,HP:0002344
HP_PROGRESSIVE_NIGHT_BLINDNESS,HP:0007675
HP_PROGRESSIVE_PERIPHERAL_NEUROPATHY,HP:0007133
HP_PROGRESSIVE_PES_CAVUS,HP:0008075
HP_PROGRESSIVE_PROXIMAL_MUSCLE_WEAKNESS,HP:0009073
HP_PROGRESSIVE_PSYCHOMOTOR_DETERIORATION,HP:0007272
HP_PROGRESSIVE_PULMONARY_FUNCTION_IMPAIRMENT,HP:0006520
HP_PROGRESSIVE_SENSORINEURAL_HEARING_IMPAIRMENT,HP:0000408
HP_PROGRESSIVE_SPASTIC_PARAPARESIS,HP:0007199
HP_PROGRESSIVE_SPASTIC_PARAPLEGIA,HP:0007020
